entrp_nm,load_addr,city_do_cd,long,lat,area,homepage_url,tel_no,reprsnt_menu_nm,menu_pc,base_ymd
코리아노스키친,서울특별시 용산구 이태원동 457-3,,126.9,37.534427,서울,,,멕시코타코,,2020.12.31
마음과마음,서울특별시 용산구 이태원동 557,,126.9,37.537355,서울,,,오므라이스,,2020.12.31
쌀롱드누이,서울특별시 용산구 이태원동 57-24,,126.9,37.53458,서울,,,핫팟,,2020.12.31
마더스오피스,서울특별시 용산구 이태원동 580 2층,,126.9,37.537455,서울,,,수제버거,,2020.12.31
해피홈레스토랑,서울특별시 용산구 이태원동 64-15,,126.9,37.53405,서울,,,나이지리아요리,,2020.12.31
트로이카,서울특별시 용산구 이태원동 72-32 5층,,127,126.992324,서울,,,"오소브이, 보르쉬",,2020.12.31
오근내닭갈비,서울특별시 용산구 한강로 3가 40-90,,126.9,37.524538,서울,,,닭갈비,,2020.12.31
원대구탕,서울특별시 용산구 한강로1가 142-4,,126.9,37.534694,서울,,,대구탕,,2020.12.31
가람떡갈비,서울특별시 용산구 한강로3가 40-441,,126.9,37.526123,서울,,,떡갈비,,2020.12.31
속초생선찜,서울특별시 은평구 갈현동 431-1,,126.9,37.620256,서울,,,속초식생선찜,,2020.12.31
미소복원조양평해장국,서울특별시 은평구 갈현동 460-18,,126.9,37.616914,서울,,,양평해장국,,2020.12.31
목포세발낙지,서울특별시 은평구 불광 1동 281-162,,126.9,37.602769,서울,,,낙지,,2020.12.31
항아리홍어,서울특별시 은평구 불광동 281-159,,126.9,37.60998,서울,,,민어,,2020.12.31
대관령황태마을,서울특별시 은평구 역촌동 70-34,,126.9,37.603544,서울,,,황태,,2020.12.31
만석쌈밥,서울특별시 은평구 진관동 278-32,,126.9,37.655899,서울,,,두부요리,,2020.12.31
이문설농탕,서울특별시 종로구 견지동 88,,126.9,37.572738,서울,,,설렁탕,,2020.12.31
전주식당,서울특별시 종로구 관수동 43-2,,126.9,37.569899,서울,,,생선구이,,2020.12.31
펭귄마카롱,서울특별시 종로구 관훈동 18-1,,126.9,37.573618,서울,,,마카롱아이스크림,,2020.12.31
북촌공장,서울특별시 종로구 관훈동 6,,126.9,37.573298,서울,,,크로켓,,2020.12.31
여자만,서울특별시 종로구 관훈동 88,,126.9,37.574954,서울,,,꼬막,,2020.12.31
메이탄,서울특별시 종로구 교남동 50-1,,126.9,37.568552,서울,,,양장피,,2020.12.31
장모님해장국,서울특별시 종로구 구기동 253-1,,126.9,37.608875,서울,,,선지해장국,,2020.12.31
순라길,서울특별시 종로구 권농동 148,,126.9,37.576525,서울,,,홍어삼합,,2020.12.31
종로진낙지,서울특별시 종로구 낙원동 139,,126.9,37.572116,서울,,,철판낚지볶음,,2020.12.31
혜화양육관,서울특별시 종로구 명륜4가 36-1,,127,37.582605,서울,,,양꼬치,,2020.12.31
다락정,서울특별시 종로구 삼청동 127-4,,126.9,37.587304,서울,,,만두전골,,2020.12.31
만정,서울특별시 종로구 삼청동 28-19,,126.9,37.586327,서울,,,소고기,,2020.12.31
우정낙지,서울특별시 종로구 서린동 127,,126.9,37.569412,서울,,,낙지볶음,,2020.12.31
조선김밥,서울특별시 종로구 소격동 159,,126.9,37.57881,서울,,,조선김밥,,2020.12.31
경원집족발,서울특별시 종로구 적선동 27,,126.9,37.576189,서울,,,족발,,2020.12.31
미진,서울특별시 종로구 종로1가 24 르메이에르종로타운 1층 청진동 146,,126.9,37.570847,서울,,,메밀,,2020.12.31
와글와글족발,서울특별시 종로구 창신동 573-1,,127,37.57239,서울,,,족발,,2020.12.31
억조,서울특별시 종로구 효제동 226-1,,127,37.572078,서울,,,복어,,2020.12.31
도마,서울특별시 종루구 관훈동 15-1,,126.9,37.566415,서울,,,흑돼지샤부샤부,,2020.12.31
인디테이블,서울특별시 중구 남대문로 5가 526,,126.9,37.556498,서울,,,영국식 인도요리,,2020.12.31
호남식당,서울특별시 중구 남창동 34-53,,126.9,37.55983,서울,,,갈치조림,,2020.12.31
용금옥,서울특별시 중구 다동 165-1,,126.9,37.567663,서울,,,추탕,,2020.12.31
샤이바나,서울특별시 중구 무교동 87,,126.9,37.568776,서울,,,미국가정식,,2020.12.31
오후청,서울특별시 중구 북창동 104,,126.9,37.562091,서울,,,샤브샤브,,2020.12.31
참숯꼼장어,서울특별시 중구 신당동 142-3,,127,37.565023,서울,,,등갈비구이,,2020.12.31
마복림떡뽁이,서울특별시 중구 신당동 292-112,,127,37.563208,서울,,,즉석떡볶이,,2020.12.31
원조남산왕돈까스,서울특별시 중구 예장동 8-53,,126.9,37.557386,서울,,,왕돈가스,,2020.12.31
바오차이,서울특별시 중구 을지로 2가 148-28 지하 1층,,126.9,37.565652,서울,,,딤섬,,2020.12.31
뿌자2,서울특별시 중구 을지로 6가 18-71,,127,37.566896,서울,,,인도커리,,2020.12.31
황평집,서울특별시 중구 인현동 2가 135-13,,126.9,37.564076,서울,,,닭곰탕,,2020.12.31
두툼,서울특별시 중구 중림동 200,,126.9,37.558015,서울,,,삼겹살,,2020.12.31
전주중앙회관,서울특별시 중구 충무로1가 24-11,,126.9,37.561177,서울,,,돌솥비빔밥,,2020.12.31
유정집,서울특별시 중랑구 신내동 644,,127,37.6155,서울,,,차돌박이,,2020.12.31
서해안횟집,인천광역시 강화군 길상면 초지리 616-5,,126.5,37.635624,인천,,,전어,,2020.12.31
외포왕꽃게탕,인천광역시 강화군 내가면 외포리 393-1,,126.3,37.704502,인천,,,꽃게탕,,2020.12.31
부암갈비,인천광역시 남동구 간석2동 130-12,,126.7,37.463005,인천,,,돼지갈비,,2020.12.31
부암갈비,인천광역시 남동구 간석2동 130-12,,126.7,37.463005,인천,,,생돼지갈비,,2020.12.31
처갓집추어탕,인천광역시 남동구 운연동 40-15,,126.7,37.443643,인천,,,추어탕,,2020.12.31
쫄면가,인천광역시 미추홀구 주안 4동 409-2,,126.6,37.463601,인천,,,쫄면,,2020.12.31
신포찬누리닭강정,인천광역시 중구 내동 209-29,,126.6,37.471742,인천,,,닭강정,,2020.12.31
만다복,인천광역시 중구 북성동 2가 9-11,,126.6,37.476106,인천,,,짜장면,,2020.12.31
신포순대,인천광역시 중구 신포동 38-1,,126.6,37.471529,인천,,,순대볶음,,2020.12.31
만정수산,인천광역시 중구 중산동 1850-339,,126.5,37.511484,인천,,,대하구이,,2020.12.31
목포신안18호횟집,인천광역시 중구 항동 7가 58-97,,126.6,37.45232,인천,,,회,,2020.12.31
남문식당,전라남도 강진군 강진읍 남성리 137-1,,126.7,34.641382,전남,,,남도한정식,,2020.12.31
금목서,전라남도 광양시 광양읍 칠성리 17-2,,127.5,34.97748,전남,,,광양불고기,,2020.12.31
청룡식당,전라남도 광양시 진월면 신아리 1191-28,,127.7,34.985748,전남,,,재첩국,,2020.12.31
순천만가든,전라남도 순천시 대대동 40-1,,127.5,34.892472,전남,,,짱뚱어전골,,2020.12.31
경도회관,전라남도 여수시 경호동 621-3,,127.7,34.721816,전남,,,갯장어샤브샤브,,2020.12.31
수협회센타,전라남도 완도군 완도읍 가용리 1100-1,,126.7,34.326029,전남,,,회3종,,2020.12.31
일억조식당,전라남도 완도군 완도읍 군내리 1260-1,,126.7,126.749958,전남,,,"전복코스요리, 전복 물회",,2020.12.31
오선모옛날김밥,전라북도 전주시 완산구 삼천동 1가 601-11,,127.1,35.798977,전북,,,김밥,,2020.12.31
조점례남문피순대,전라북도 전주시 완산구 전동 3가 2-198,,127.1,35.812523,전북,,,피순대,,2020.12.31
전주물갈비,전라북도 전주시 완산구 평화동 2가 872-10,,127.1,35.789531,전북,,,물갈비,,2020.12.31
치즈명가,전라북도 전주시 완산구 풍남동 3가 74-25,,127.1,35.815777,전북,,,치즈,,2020.12.31
꽃돼지연탄구이,제주특별자치도 서귀포시 대포동 2238-2,,126.4,33.242283,제주,,,흑돼지근고기,,2020.12.31
오는정김밥,제주특별자치도 서귀포시 서귀동 254-6,,126.5,33.249646,제주,,,오는정김밥,,2020.12.31
우정회센타,제주특별자치도 서귀포시 서귀동 276-20,,126.5,33.249677,제주,,,꽁치김밥,,2020.12.31
바다의집,제주특별자치도 서귀포시 성산읍 오조리 366-1,,126.9,33.469458,제주,,,성게미역국,,2020.12.31
춘심이네,제주특별자치도 서귀포시 안덕면 창천리 160-4,,126.3,33.264411,제주,,,갈치구이,,2020.12.31
제주한라국수,제주특별자치도 서귀포시 중문동 2048-1,,126.4,33.250304,제주,,,고기국수,,2020.12.31
해월정,제주특별자치도 제주시 구좌읍 종달리 608,,126.9,33.492212,제주,,,보말칼국수,,2020.12.31
돈해돈찜,제주특별자치도 제주시 오라2동 3162-3,,126.5,33.481967,제주,,,해물돼지갈비찜,,2020.12.31
